year,farm code,farm_acreage,species,produced_quantity,crop_acreage,hours_of_machines_ha,nitrogen_ha,phosphorus_ha,potassium_ha,fert_area,Herbicide_Qt Tox-0,Herbicide_Qt Tox-1,Herbicide_Qt Tox-2,Herbicide_Qt Tox-3,Herbicide_Qt Tox-4,Insecticide_Qt Tox-0,Insecticide_Qt Tox-1,Insecticide_Qt Tox-2,Insecticide_Qt Tox-3,Insecticide_Qt Tox-4,Fungicide_Qt Tox-0,Fungicide_Qt Tox-1,Fungicide_Qt Tox-2,Fungicide_Qt Tox-3,Fungicide_Qt Tox-4
2008,2812008006739000001,47.59,durum_wheat,947.0,19.55,1.950383631713555,-888.0,-888.0,-888.0,19.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2812008008101000001,76.51,durum_wheat,2175.0,36.47,2.335069920482588,-888.0,-888.0,-888.0,36.47,168.8561,0.0,0.0,0.0,0.0,13.8586,0.0,0.0,0.0,0.0,160.1033,0.0,0.0,0.0,0.0
2008,2812008008102000001,23.53,durum_wheat,458.0,11.79,1.5657336726039017,-888.0,-888.0,-888.0,11.79,17.3313,0.0,0.0,0.0,0.0,11.672099999999999,0.0,0.0,0.0,0.0,13.322699999999998,0.0,0.0,0.0,0.0
2008,2812008008106000001,80.06,durum_wheat,2724.0,58.41,25.16315699366547,-888.0,-888.0,-888.0,58.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0552,0.0,0.0,0.0,0.0
2008,2812008008107000001,12.71,durum_wheat,290.0,4.16,27.401442307692307,-888.0,-888.0,-888.0,4.16,8.985600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9936,0.0,0.0,0.0,0.0
2008,2812008008108000001,34.24,durum_wheat,1386.0,27.54,24.691358024691358,-888.0,-888.0,-888.0,27.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2812008008201000001,148.26,durum_wheat,7250.0,103.59,inf,-888.0,-888.0,-888.0,103.59,5.179500000000001,0.0,0.0,0.0,0.0,2.0718,0.0,0.0,0.0,0.0,4.1436,0.0,0.0,0.0,0.0
2008,2812008008202000001,59.96,durum_wheat,136.0,3.94,7.195431472081219,-888.0,-888.0,-888.0,3.94,17.2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2812008008203000001,23.39,durum_wheat,740.0,12.15,1.7020576131687242,-888.0,-888.0,-888.0,6.08,10.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2812008008207000001,29.15,durum_wheat,994.0,21.45,inf,-888.0,-888.0,-888.0,21.45,1.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.003,0.0,0.0,0.0,0.0
