year,farm code,species,farm_acreage,produced_quantity,PLV,crop_acreage,hours_of_machines_ha,fert_costs,phyto_costs,energy_costs,thirdy_costs,human_costs,machinery_costs,wheat_price,Mineral_fert_area,Mineral_whole_qt_ha,Mineral_unit_cost,Mineral_distribuited_value,Mineral_nitrogen_ha,Mineral_phosphorus_ha,Mineral_potassium_ha,OrganoMineral_fert_area,OrganoMineral_whole_qt_ha,OrganoMineral_unit_cost,OrganoMineral_distribuited_value,OrganoMineral_nitrogen_ha,OrganoMineral_phosphorus_ha,OrganoMineral_potassium_ha,Other_fert_area,Other_whole_qt_ha,Other_unit_cost,Other_distribuited_value,Other_nitrogen_ha,Other_phosphorus_ha,Other_potassium_ha,Micro_Mineral_fert_area,Micro_Mineral_whole_qt_ha,Micro_Mineral_unit_cost,Micro_Mineral_distribuited_value,Micro_Mineral_nitrogen_ha,Micro_Mineral_phosphorus_ha,Micro_Mineral_potassium_ha,Herbicide_Qt Tox-0,Herbicide_Qt Tox-1,Herbicide_Qt Tox-2,Herbicide_Qt Tox-3,Herbicide_Qt Tox-4,Insecticide_Qt Tox-0,Insecticide_Qt Tox-1,Insecticide_Qt Tox-2,Insecticide_Qt Tox-3,Insecticide_Qt Tox-4,Fungicide_Qt Tox-0,Fungicide_Qt Tox-1,Fungicide_Qt Tox-2,Fungicide_Qt Tox-3,Fungicide_Qt Tox-4,crop_yield,PLV_2_Qt,phyto_costs_2_Qt,fert_costs_2_Qt,herbicide_ha,insecticide_ha,fungicide_ha,herbicide_inefficiency,insecticide_inefficiency,fungicide_inefficiency,phyto_inefficiency,N_ha,P_ha,K_ha,ferti_inefficiency,hours_of_machines_inefficiency,cluster
2016.0,2.702014011553e+18,durum_wheat,29.32,487.0,9129.0,14.61,12.9,1030.0,986.0,0.0,1400.0,1200.0,3000.0,18.75,15.0,2.0,40.0,1030.0,58.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,33.333333333333336,18.745379876796715,2.024640657084189,2.114989733059548,0.0903490759753593,0.0,0.0533880903490759,0.0027104722792607,0.0,0.0016016427104722,0.004312114989733,1.7447999999999997,0.0,0.0,1.7447999999999997,0.387,6
2016.0,2.7020140115720003e+18,durum_wheat,15.75,325.0,7107.0,14.75,13.56,1300.0,0.0,0.0,1950.0,3750.0,2250.0,21.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,55.0,1300.0,32.05,16.02,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,22.033898305084747,21.86769230769231,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545769230769228,0.7270615384615384,0.7270615384615384,2.9086999999999996,0.6154153846153846,8
2016.0,2.702014011574e+18,durum_wheat,22.9,600.0,10177.0,16.38,11.67,1568.0,1125.0,0.0,1500.0,1200.0,3000.0,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,41.0,1568.0,106.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,36.630036630036635,16.961666666666666,1.875,2.6133333333333333,0.0,0.0,0.0854700854700854,0.0,0.0,0.0023333333333333,0.0023333333333333,2.8989869999999995,0.0,0.0,2.8989869999999995,0.3185909999999999,0
2016.0,2.702014011577e+18,durum_wheat,113.03,1110.0,5400.0,28.42,16.17,8858.0,1210.0,0.0,3990.0,2800.0,7000.0,4.86,28.0,8.0,39.0,8858.0,207.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,39.0570021111893,4.864864864864865,1.09009009009009,7.98018018018018,0.0,0.0,0.0313159746657283,0.0,0.0,0.0008018018018018,0.0008018018018018,5.306346846846847,0.0,0.0,5.306346846846847,0.4140102702702704,8
2016.0,2.702014011579e+18,durum_wheat,9.08,124.0,2186.0,3.07,25.32,380.0,258.0,0.0,281.0,560.0,1400.0,17.63,3.0,3.0,37.0,380.0,154.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,40.390879478827365,17.629032258064516,2.0806451612903225,3.064516129032258,0.0,0.0,0.6221498371335505,0.0,0.0,0.0154032258064516,0.0154032258064516,3.8189314516129023,0.0,0.0,3.8189314516129023,0.626874193548387,1
2016.0,2.70201401158e+18,durum_wheat,30.13,741.0,13333.0,16.46,25.46,1700.0,675.0,0.0,1425.0,3040.0,7600.0,17.99,16.0,3.0,34.0,1700.0,141.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,45.01822600243013,17.993252361673413,0.9109311740890688,2.294197031039136,0.0,0.0,0.0552855407047387,0.0,0.0,0.0012280701754385,0.0012280701754385,3.148280431848853,0.0,0.0,3.148280431848853,0.565548717948718,8
2016.0,2.702014011581e+18,durum_wheat,10.64,179.0,3043.0,3.58,28.28,660.0,300.0,0.0,410.0,720.0,1800.0,17.0,4.0,5.0,39.0,660.0,218.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,50.0,17.0,1.675977653631285,3.6871508379888263,0.0,0.0,0.5,0.0,0.0,0.01,0.01,4.3713999999999995,0.0,0.0,4.3713999999999995,0.5656,8
2016.0,2.702014011584e+18,durum_wheat,19.81,220.0,4402.0,5.28,29.87,860.0,250.0,0.0,645.0,1120.0,2800.0,20.01,5.0,4.0,40.0,860.0,187.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,41.666666666666664,20.009090909090908,1.1363636363636365,3.909090909090909,0.0,0.0,0.2234848484848484,0.0,0.0,0.0053636363636363,0.0053636363636363,4.49544,0.0,0.0,4.49544,0.7168800000000001,8
2016.0,2.702014011608e+18,durum_wheat,86.31,2038.0,37629.0,47.69,11.9,1000.0,4600.0,0.0,4273.0,3600.0,9000.0,18.46,48.0,1.0,35.0,1000.0,27.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.73432585447683,18.46368989205103,2.2571148184494603,0.4906771344455348,0.0756972111553784,0.0,0.0,0.0017713444553483,0.0,0.0,0.0017713444553483,0.6449148184494602,0.0,0.0,0.6449148184494602,0.2784646712463199,4
2016.0,2.702014011609e+18,durum_wheat,11.87,336.0,5647.0,8.54,11.71,1770.0,704.0,0.0,0.0,960.0,2000.0,16.81,9.0,6.0,37.0,1770.0,184.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,39.34426229508197,16.80654761904762,2.0952380952380953,5.267857142857143,0.1920374707259953,0.0,0.3559718969555036,0.0048809523809523,0.0,0.009047619047619,0.0139285714285714,4.698270833333333,0.0,0.0,4.698270833333333,0.2976291666666666,0
2016.0,2.702014011613e+18,durum_wheat,18.12,550.0,8250.0,12.04,21.57,646.0,0.0,0.0,1080.0,2160.0,4600.0,15.0,12.0,1.0,36.0,646.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,45.68106312292359,15.0,0.0,1.1745454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505,0.0,0.0,1.505,0.4721869090909091,6
2016.0,2.702014011614e+18,durum_wheat,32.46,389.0,6782.0,11.72,11.58,1174.0,100.0,0.0,1300.0,800.0,2000.0,17.43,12.0,3.0,38.0,293.5,78.11,22.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.19112627986348,17.434447300771208,0.2570694087403599,3.017994858611825,0.0341296928327645,0.0,0.0,0.0010282776349614,0.0,0.0,0.0010282776349614,2.3533398457583545,0.6821100257069409,0.0,3.0354498714652953,0.3488884318766067,0
2016.0,2.702014011616e+18,durum_wheat,67.44,343.0,6422.0,12.58,23.85,854.0,2362.0,0.0,0.0,2400.0,6000.0,18.72,13.0,2.0,33.0,854.0,93.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.26550079491256,18.723032069970845,6.886297376093294,2.489795918367347,0.363275039745628,0.0,0.0,0.0133236151603498,0.0,0.0,0.0133236151603498,3.435843731778426,0.0,0.0,3.435843731778426,0.8747317784256561,8
2016.0,2.702014011617e+18,durum_wheat,96.09,2663.0,46267.0,58.59,10.24,2000.0,5147.0,0.0,0.0,4800.0,12000.0,17.37,59.0,1.0,45.0,2000.0,23.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,45.45144222563577,17.37401426962073,1.9327825760420576,0.7510326699211416,0.0197986004437617,0.0,0.0314046765659668,0.0004355989485542,0.0,0.0006909500563274,0.0011265490048817,0.5130750281637252,0.0,0.0,0.5130750281637252,0.22529538114908,4
2016.0,2.702014011623e+18,durum_wheat,48.13,969.0,17446.0,34.8,11.49,6500.0,800.0,0.0,0.0,3200.0,8000.0,18.0,35.0,6.0,31.0,6500.0,280.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,27.8448275862069,18.004127966976263,0.8255933952528379,6.707946336429308,0.0,0.0,0.025287356321839,0.0,0.0,0.0009081527347781,0.0009081527347781,10.083739938080493,0.0,0.0,10.083739938080493,0.4126439628482972,3
2016.0,2.702014011649e+18,durum_wheat,48.36,645.0,16458.0,11.53,18.12,2039.0,1282.0,0.0,1391.0,1275.0,3400.0,25.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,37.0,1439.0,80.11,66.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.941023417172595,25.51627906976744,1.987596899224806,3.1612403100775195,0.359930615784909,0.0,0.0,0.0064341085271317,0.0,0.0,0.0064341085271317,1.4320438759689922,1.1933996899224806,0.0,2.625443565891473,0.3239125581395349,0
2016.0,2.702014011657e+18,durum_wheat,29.26,210.0,3146.0,8.99,25.54,190.0,69.0,0.0,350.0,1760.0,4400.0,14.98,9.0,1.0,32.0,190.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,23.35928809788654,14.98095238095238,0.3285714285714285,0.9047619047619048,0.0,0.0,0.0200222469410456,0.0,0.0,0.0008571428571428,0.0008571428571428,1.3172490476190477,0.0,0.0,1.3172490476190477,1.093355238095238,2
2016.0,2.702014011658e+18,durum_wheat,40.54,275.0,4512.0,8.95,23.46,1095.0,532.0,0.0,0.0,1680.0,4200.0,16.41,9.0,4.0,35.0,1095.0,161.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,30.726256983240223,16.407272727272726,1.9345454545454543,3.981818181818182,0.0,0.0,0.1430167597765363,0.0,0.0,0.0046545454545454,0.0046545454545454,5.24404909090909,0.0,0.0,5.24404909090909,0.7635163636363635,8
2016.0,2.702014011662e+18,durum_wheat,22.37,310.0,7741.0,7.48,22.81,660.0,410.0,0.0,750.0,1200.0,3000.0,24.97,7.0,2.0,46.0,660.0,88.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,41.44385026737967,24.970967741935485,1.3225806451612905,2.129032258064516,0.0,0.0,0.1524064171122994,0.0,0.0,0.0036774193548387,0.0036774193548387,2.1303522580645167,0.0,0.0,2.1303522580645167,0.5503832258064516,6
2016.0,2.7020140116840003e+18,durum_wheat,90.47,1561.0,32803.0,32.07,13.85,3200.0,2080.0,0.0,4440.0,2438.0,6400.0,21.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,37.0,3200.0,54.05,27.02,54.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6747739320237,21.014093529788596,1.3324791800128124,2.0499679692504804,0.04614904895541,0.0,0.0,0.0009481101857783,0.0,0.0,0.0009481101857783,1.110431454196028,0.5551130044843049,1.110431454196028,2.775975912876361,0.2845416399743753,0
2016.0,2.702014011702e+18,durum_wheat,49.22,878.0,18440.0,24.87,14.07,5030.0,2584.0,0.0,0.0,2700.0,7000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,38.0,5030.0,126.1,63.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.30357860876558,21.002277904328015,2.9430523917995446,5.728929384965832,0.0896662645757941,0.0,0.0,0.0025398633257403,0.0,0.0,0.0025398633257403,3.5718758542141233,1.7859379271070617,0.0,5.357813781321185,0.398543166287016,3
2016.0,2.7020140117480003e+18,durum_wheat,90.3,2420.0,40353.0,54.09,9.82,6945.0,5059.0,0.0,3320.0,3520.0,8800.0,16.67,54.0,3.0,40.0,6945.0,147.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,44.740247735256055,16.67479338842975,2.090495867768595,2.8698347107438016,0.0,0.0,0.0397485672028101,0.0,0.0,0.0008884297520661,0.0008884297520661,3.296584338842975,0.0,0.0,3.296584338842975,0.219489173553719,0
2016.0,2.702014011754e+18,durum_wheat,50.3,220.0,4412.0,6.1,12.82,510.0,363.0,0.0,650.0,465.0,1200.0,20.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,38.0,510.0,53.24,44.36,44.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0655737704918,20.054545454545455,1.65,2.3181818181818183,0.0983606557377049,0.0,0.0,0.0027272727272727,0.0,0.0,0.0027272727272727,1.4762000000000002,1.2299818181818185,1.2299818181818185,3.936163636363637,0.3554636363636363,0
2016.0,2.702014011755e+18,durum_wheat,28.47,610.0,17677.0,14.79,16.63,284.0,278.0,0.0,1645.0,1500.0,4000.0,28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,26.0,284.0,4.45,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,41.24408384043273,28.978688524590165,0.4557377049180328,0.4655737704918032,0.0,0.0,0.0453008789722785,0.0,0.0,0.0010983606557377,0.0010983606557377,0.1078942622950819,0.0538259016393442,0.0538259016393442,0.2155460655737704,0.403209344262295,6
2016.0,2.702014011787e+18,durum_wheat,58.7,940.0,21709.0,24.63,16.8,1933.0,614.0,0.0,500.0,4800.0,8000.0,23.09,25.0,2.0,48.0,1933.0,53.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16483962647178,23.09468085106383,0.6531914893617021,2.0563829787234043,0.0479090539991879,0.0,0.0,0.0012553191489361,0.0,0.0,0.0012553191489361,1.4088884042553194,0.0,0.0,1.4088884042553194,0.4401957446808511,6
2016.0,2.702014011813e+18,durum_wheat,41.5,129.0,3741.0,6.03,39.8,1000.0,0.0,0.0,0.0,3600.0,7200.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,41.0,809.0,24.38,12.19,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,21.393034825870647,29.0,0.0,7.751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1396232558139534,0.5698116279069767,0.5698116279069767,2.279246511627907,1.8604186046511624,5
2016.0,2.702014011831e+18,durum_wheat,78.47,1295.0,27352.0,38.32,14.46,3514.0,1658.0,0.0,,900.0,2200.0,21.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,33.0,3514.0,67.18,55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.79436325678497,21.121235521235523,1.2803088803088802,2.7135135135135133,0.0250521920668058,0.0,0.0,0.0007413127413127,0.0,0.0,0.0007413127413127,1.9879054826254827,1.6564892664092663,0.0,3.644394749034749,0.4278820077220077,0
2016.0,2.702015012112e+18,durum_wheat,57.7,1200.0,19779.0,31.4,7.96,3180.0,1786.0,0.0,0.0,2000.0,5000.0,16.48,31.0,3.0,39.0,3180.0,119.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,38.21656050955414,16.4825,1.4883333333333333,2.65,0.0,0.0,0.0401273885350318,0.0,0.0,0.00105,0.00105,3.1258699999999995,0.0,0.0,3.1258699999999995,0.2082866666666666,0
2016.0,2.702015012119e+18,durum_wheat,127.12,1850.0,37381.0,45.07,8.17,4838.0,4401.0,0.0,6120.0,3736.0,4000.0,20.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,65.0,4838.0,75.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.26,0.0,41.047259818060795,20.205945945945945,2.378918918918919,2.615135135135135,0.0346128244952296,0.0086532061238074,0.0279565120923008,0.0008432432432432,0.0002108108108108,0.000681081081081,0.0017351351351351,1.8505498378378376,0.0,0.0,1.8505498378378376,0.1990388648648648,4
2016.0,2.702015012125e+18,durum_wheat,47.31,525.0,9975.0,15.0,3.0,2473.0,1692.0,20.0,0.0,675.0,1350.0,19.0,15.0,4.0,39.0,2473.0,75.42,192.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,3.222857142857143,4.71047619047619,0.2453333333333333,0.0,0.0,0.0070095238095238,0.0,0.0,0.0070095238095238,2.154857142857143,5.506571428571428,0.0,7.661428571428571,0.0857142857142857,3
2016.0,2.702015012155e+18,durum_wheat,64.08,525.0,11092.0,10.26,14.12,1100.0,430.0,0.0,1248.0,825.0,2200.0,21.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,35.0,1100.0,61.38,36.83,36.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16959064327485,21.12761904761905,0.819047619047619,2.0952380952380953,0.094541910331384,0.0,0.0,0.001847619047619,0.0,0.0,0.001847619047619,1.1995405714285716,0.7197634285714286,0.7197634285714286,2.639067428571429,0.2759451428571428,0
2016.0,2.70201501216e+18,durum_wheat,382.7,,,137.53,5.72,,,700.0,5596.0,14000.0,21000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,6.0,41.0,33940.0,96.41,198.84,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,0.0,55.260670399185635,24.00434210526316,4.676842105263158,4.46578947368421,0.0170871809786955,0.0,0.0333018250563513,0.0003092105263157,0.0,0.0006026315789473,0.0009118421052631,1.7446404342105262,3.5982191052631576,0.3271766315789473,5.670036171052631,0.1035094210526315,3
2016.0,2.702015012162e+18,durum_wheat,130.3,3000.0,69000.0,50.72,12.55,5070.0,800.0,500.0,,6000.0,5000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.0,34.0,5070.0,58.8,29.4,23.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,59.14826498422713,23.0,0.2666666666666666,1.69,0.0,0.0,0.0258280757097791,0.0,0.0,0.0004366666666666,0.0004366666666666,0.994112,0.4970559999999999,0.3976447999999999,1.8888127999999995,0.2121786666666666,4
2016.0,2.702015012209e+18,durum_wheat,92.62,1980.0,39600.0,39.5,10.38,4068.0,3950.0,0.0,0.0,3280.0,8200.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,70.0,4068.0,17.65,17.65,25.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,50.12658227848101,20.0,1.994949494949495,2.0545454545454547,0.0248101265822784,0.0,0.0283544303797468,0.0004949494949494,0.0,0.0005656565656565,0.001060606060606,0.3521085858585858,0.3521085858585858,0.4989368686868687,1.2031540404040404,0.2070757575757576,4
2016.0,2.702016012399e+18,durum_wheat,142.34,1150.0,20687.0,31.2,8.01,893.0,1900.0,0.0,0.0,4500.0,7500.0,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,35.5,446.5,14.99,27.26,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,36.85897435897436,17.988695652173913,1.6521739130434785,0.7765217391304348,0.0503205128205128,0.0,0.0407051282051282,0.0013652173913043,0.0,0.0011043478260869,0.0024695652173913,0.4066852173913043,0.7395756521739131,0.0729808695652173,1.2192417391304349,0.2173147826086956,4
2016.0,2.702016012447e+18,durum_wheat,145.52,2485.0,51470.0,71.8,13.88,5557.0,300.0,0.0,,12600.0,21000.0,20.71,72.0,3.0,29.0,5557.0,89.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.610027855153206,20.712273641851105,0.1207243460764587,2.236217303822938,0.0165738161559888,0.0,0.0,0.0004788732394366,0.0,0.0,0.0004788732394366,2.5894229376257543,0.0,0.0,2.5894229376257543,0.4010398390342052,0
