Farm ID,Year,Specie vegetale,Superficie coltivata,Ore uso macchina per ettaro
2822008004534000001,2009,Frumento duro,9.09,3.56
2822008004537000001,2008,Frumento duro,4.7,5.17
2822008004620000001,2008,Frumento duro,1.32,8.44
2822008004620000001,2010,Frumento duro,2.6,6.15
2822008004620000001,2014,Frumento duro,1.79,13.36
2822008004620000001,2015,Frumento duro,5.0,38.2
2822008006038000001,2010,Frumento duro,20.45,3.76
2822008006038000001,2013,Frumento duro,4.0,42.79
2822008006045000001,2008,Frumento duro,15.5,3.92
2822008006045000001,2009,Frumento duro,24.27,1.71
2822008006052000001,2008,Frumento duro,1.15,0.0
2822008006059000001,2008,Frumento duro,1.5,0.0
2822008006059000001,2009,Frumento duro,1.5,inf
2822008006066000001,2008,Frumento duro,21.77,4.06
2822008006066000001,2009,Frumento duro,39.09,3.79
2822008006066000001,2010,Frumento duro,7.0,1.85
2822008006066000001,2011,Frumento duro,25.94,11.86
2822008006066000001,2012,Frumento duro,36.5,19.1
2822008006066000001,2013,Frumento duro,38.12,19.52
2822008006248000001,2008,Frumento duro,3.74,4.57
2822008006248000001,2009,Frumento duro,6.5,4.73
2822008006248000001,2011,Frumento duro,13.0,4.29
2822008006254000001,2008,Frumento duro,1.05,0.0
2822008006254000001,2009,Frumento duro,3.9,6.86
2822008006255000001,2008,Frumento duro,4.85,4.92
2822008006255000001,2009,Frumento duro,4.16,4.66
2822008006255000001,2010,Frumento duro,3.19,5.43
2822008006255000001,2011,Frumento duro,11.8,11.54
2822008006255000001,2012,Frumento duro,7.26,17.13
2822008006255000001,2016,Frumento duro,4.18,12.02
2822008006267000001,2008,Frumento duro,26.5,3.85
2822008006267000001,2010,Frumento duro,11.3,6.18
2822008006267000001,2011,Frumento duro,6.3,19.0
2822008006267000001,2012,Frumento duro,7.0,34.91
2822008006267000001,2013,Frumento duro,10.0,18.41
2822008006267000001,2014,Frumento duro,7.5,25.92
2822008006267000001,2015,Frumento duro,4.5,16.76
2822008006267000001,2016,Frumento duro,19.21,12.75
2822008006267000001,2019,Frumento duro,7.74,20.17
2822008006267000001,2020,Frumento duro,8.0,18.34
2822008006267000001,2022,Frumento duro,5.0,25.92
2822008006280000001,2008,Frumento duro,30.41,1.96
2822008006280000001,2009,Frumento duro,13.53,1.09
2822008006280000001,2012,Frumento duro,18.17,6.98
2822008006280000001,2013,Frumento duro,16.56,9.4
2822008006280000001,2015,Frumento duro,40.46,11.39
2822008006280000001,2017,Frumento duro,22.28,11.43
2822008006311000001,2010,Frumento duro,1.05,1.83
2822008006311000001,2013,Frumento duro,31.73,7.98
2822008006311000001,2015,Frumento duro,11.28,12.18
2822008006311000001,2016,Frumento duro,6.93,11.21
2822008006347000001,2008,Frumento duro,26.51,0.75
2822008006347000001,2012,Frumento duro,6.86,18.98
2822008006410000001,2012,Frumento duro,8.89,18.76
2822008006509000001,2008,Frumento duro,6.66,11.42
2822008006509000001,2010,Frumento duro,6.5,1.29
2822008006509000001,2015,Frumento duro,7.05,19.64
2822008006509000001,2016,Frumento duro,4.46,16.6
2822008006509000001,2017,Frumento duro,15.0,14.81
2822008006509000001,2018,Frumento duro,6.76,12.37
2822008006540000001,2012,Frumento duro,13.42,15.91
2822008006631000001,2008,Frumento duro,9.94,7.76
2822008006631000001,2009,Frumento duro,9.94,6.89
2822008006631000001,2010,Frumento duro,9.94,1.21
2822008007010000001,2008,Frumento duro,22.44,4.2
2822008007011000001,2008,Frumento duro,26.15,4.31
2822008007011000001,2009,Frumento duro,53.52,3.59
2822008008002000001,2008,Frumento duro,13.03,0.0
2822008008002000001,2009,Frumento duro,32.0,0.0
2822008008005000001,2008,Frumento duro,8.95,4.44
2822008008005000001,2009,Frumento duro,19.95,2.28
2822008008005000001,2010,Frumento duro,18.74,3.12
2822008008005000001,2011,Frumento duro,19.0,3.6
2822008008005000001,2012,Frumento duro,7.7,10.49
2822008008013000001,2008,Frumento duro,15.0,42.5
2822008008013000001,2009,Frumento duro,10.4,2.55
2822008008013000001,2010,Frumento duro,11.22,2.42
2822008008013000001,2011,Frumento duro,12.47,12.65
2822008008013000001,2012,Frumento duro,11.28,20.11
2822008008026000001,2017,Frumento duro,2.49,14.53
2822008008037000001,2010,Frumento duro,4.0,4.62
2822008008072000001,2008,Frumento duro,8.0,4.18
2822008008072000001,2009,Frumento duro,1.3,4.05
2822008008072000001,2010,Frumento duro,2.57,3.89
2822008008072000001,2011,Frumento duro,3.73,13.22
2822008008072000001,2012,Frumento duro,2.97,17.41
2822008008076000001,2008,Frumento duro,4.34,7.09
2822008008076000001,2010,Frumento duro,4.34,5.65
2822008008080000001,2010,Frumento duro,3.29,4.23
2822008008082000001,2008,Frumento duro,4.5,7.43
2822008008089000001,2008,Frumento duro,3.2,58.09
2822008008091000001,2008,Frumento duro,135.0,10.26
2822008008091000001,2009,Frumento duro,112.65,3.41
2822008008092000001,2008,Frumento duro,67.42,5.04
2822008008092000001,2009,Frumento duro,45.41,8.3
2822008008092000001,2010,Frumento duro,51.79,0.0
2822008008092000001,2011,Frumento duro,120.65,11.78
2822008008092000001,2012,Frumento duro,20.34,18.86
2822008008092000001,2013,Frumento duro,125.26,19.01
2822008008096000001,2008,Frumento duro,15.59,54.88
2822008008110000001,2008,Frumento duro,1.72,4.02
2822008008110000001,2009,Frumento duro,7.56,3.87
2822008008110000001,2016,Frumento duro,1.43,37.46
2822008008110000001,2017,Frumento duro,1.8,18.06
2822008008127000001,2008,Frumento duro,10.0,0.0
2822008008127000001,2009,Frumento duro,10.24,3.76
2822008008128000001,2009,Frumento duro,5.7,inf
2822008008134000001,2009,Frumento duro,1.67,0.0
2822008008134000001,2010,Frumento duro,1.67,4.6
2822008008135000001,2008,Frumento duro,17.26,1.27
2822008008135000001,2009,Frumento duro,9.97,0.0
2822008008135000001,2010,Frumento duro,3.05,4.04
2822008008135000001,2011,Frumento duro,2.1,12.79
2822008008135000001,2012,Frumento duro,2.1,18.82
2822008008135000001,2015,Frumento duro,3.77,16.75
2822008008145000001,2010,Frumento duro,6.74,4.96
2822008008147000001,2008,Frumento duro,14.64,0.0
2822008008147000001,2009,Frumento duro,8.11,5.0
2822008008167000001,2008,Frumento duro,1.72,4.71
2822008008167000001,2009,Frumento duro,1.31,2.94
2822008008176000001,2012,Frumento duro,1.17,16.88
2822008008191000001,2008,Frumento duro,3.95,7.55
2822008008191000001,2009,Frumento duro,3.9,4.73
2822008008191000001,2010,Frumento duro,3.95,7.59
2822008008196000001,2008,Frumento duro,9.51,3.83
2822008008196000001,2009,Frumento duro,9.28,7.46
2822008008196000001,2010,Frumento duro,8.0,2.39
2822008008196000001,2015,Frumento duro,7.44,18.61
2822008008196000001,2016,Frumento duro,9.87,10.91
2822008008196000001,2017,Frumento duro,15.76,13.02
2822008008197000001,2009,Frumento duro,11.73,4.59
2822008008202000001,2009,Frumento duro,2.87,8.04
2822008008227000001,2008,Frumento duro,6.33,5.47
2822008008277000001,2008,Frumento duro,4.23,6.43
2822008008287000001,2008,Frumento duro,1.2,8.08
2822008008301000001,2010,Frumento duro,4.0,3.99
2822008008301000001,2015,Frumento duro,3.5,27.75
2822008008304000001,2008,Frumento duro,8.84,4.87
2822008008304000001,2009,Frumento duro,2.0,3.51
2822008008307000001,2008,Frumento duro,22.3,4.18
2822008008307000001,2009,Frumento duro,20.79,3.7
2822008008307000001,2010,Frumento duro,39.7,3.87
2822008008307000001,2011,Frumento duro,23.0,25.08
2822008008307000001,2013,Frumento duro,20.0,22.75
2822008008307000001,2014,Frumento duro,30.0,12.19
2822008008309000001,2010,Frumento duro,15.74,3.63
2822008008310000001,2008,Frumento duro,5.99,4.28
2822008008310000001,2009,Frumento duro,7.66,3.25
2822008008310000001,2011,Frumento duro,6.0,26.88
2822008008310000001,2014,Frumento duro,5.0,31.88
2822008008317000001,2008,Frumento duro,17.2,8.01
2822008008320000001,2011,Frumento duro,2.0,18.25
2822008008335000001,2008,Frumento duro,7.4,8.03
2822008008335000001,2010,Frumento duro,6.87,4.72
2822008008335000001,2013,Frumento duro,6.87,4.16
2822008008364000001,2008,Frumento duro,5.21,9.05
2822008008364000001,2010,Frumento duro,7.66,7.83
2822008008364000001,2011,Frumento duro,2.2,0.0
2822008008364000001,2012,Frumento duro,2.49,8.03
2822008008372000001,2008,Frumento duro,67.2,4.11
2822008008372000001,2009,Frumento duro,31.84,3.37
2822008008372000001,2010,Frumento duro,42.23,2.6
2822008008377000001,2008,Frumento duro,79.0,7.89
2822008008377000001,2009,Frumento duro,72.1,5.88
2822008008380000001,2008,Frumento duro,2.14,7.43
2822008008380000001,2009,Frumento duro,2.14,7.02
2822008008381000001,2008,Frumento duro,2.77,0.0
2822008008381000001,2009,Frumento duro,1.67,26.95
2822008008382000001,2008,Frumento duro,47.37,8.7
2822008008382000001,2011,Frumento duro,10.7,4.26
2822008008382000001,2015,Frumento duro,9.62,8.32
2822008008385000001,2008,Frumento duro,25.0,8.04
2822008008385000001,2009,Frumento duro,29.88,6.24
2822008008385000001,2010,Frumento duro,33.01,4.27
2822008008385000001,2011,Frumento duro,52.02,7.84
2822008008385000001,2012,Frumento duro,18.72,9.66
2822008008388000001,2008,Frumento duro,25.84,
2822008008388000001,2009,Frumento duro,15.1,6.71
2822008008388000001,2010,Frumento duro,18.25,0.0
2822008008388000001,2011,Frumento duro,12.0,0.0
2822008008389000001,2008,Frumento duro,2.75,9.95
2822008008389000001,2009,Frumento duro,4.91,6.87
2822008008389000001,2014,Frumento duro,4.91,9.96
2822008008390000001,2008,Frumento duro,9.35,6.78
2822008008395000001,2008,Frumento duro,13.51,4.13
2822008008395000001,2009,Frumento duro,17.67,3.86
2822008008395000001,2010,Frumento duro,22.69,4.08
2822008008395000001,2011,Frumento duro,15.0,11.21
2822008008395000001,2012,Frumento duro,13.02,11.24
2822008008395000001,2013,Frumento duro,7.0,18.49
2822008008395000001,2014,Frumento duro,10.36,11.64
2822008008395000001,2015,Frumento duro,19.68,14.65
2822008008395000001,2016,Frumento duro,15.2,16.05
2822008008397000001,2009,Frumento duro,17.38,7.11
2822008008397000001,2014,Frumento duro,2.0,15.0
2822008008397000001,2015,Frumento duro,2.5,34.2
2822008008397000001,2016,Frumento duro,5.24,37.18
2822008008398000001,2008,Frumento duro,24.62,0.0
2822008008398000001,2009,Frumento duro,54.0,0.0
2822008008403000001,2009,Frumento duro,75.45,1.52
2822008008403000001,2011,Frumento duro,25.75,18.88
2822008008403000001,2015,Frumento duro,45.0,12.49
2822008008403000001,2016,Frumento duro,44.08,15.14
2822008008403000001,2017,Frumento duro,22.0,9.39
2822008008403000001,2018,Frumento duro,23.68,5.63
2822008008403000001,2019,Frumento duro,32.36,5.78
2822008008403000001,2020,Frumento duro,8.25,9.54
2822008008403000001,2021,Frumento duro,37.12,22.8
2822008008404000001,2008,Frumento duro,11.51,3.97
2822008008405000001,2008,Frumento duro,20.24,3.96
2822008008405000001,2009,Frumento duro,36.27,2.01
2822008008405000001,2011,Frumento duro,11.5,18.02
2822008008405000001,2012,Frumento duro,8.23,20.03
2822008008405000001,2013,Frumento duro,3.0,25.53
2822008008405000001,2014,Frumento duro,8.0,24.68
2822008008405000001,2016,Frumento duro,2.05,39.51
2822008008405000001,2018,Frumento duro,20.31,36.63
2822008008405000001,2019,Frumento duro,4.51,23.0
2822008008405000001,2020,Frumento duro,20.43,8.3
2822008008405000001,2022,Frumento duro,20.28,13.31
2822008008406000001,2008,Frumento duro,67.54,0.0
2822008008406000001,2009,Frumento duro,93.2,0.0
2822008008406000001,2010,Frumento duro,33.92,0.0
2822008008406000001,2012,Frumento duro,15.56,9.0
2822008008408000001,2008,Frumento duro,78.9,4.46
2822008008408000001,2009,Frumento duro,19.12,4.47
2822008008408000001,2010,Frumento duro,71.8,5.71
2822008008408000001,2011,Frumento duro,41.8,24.8
2822008008408000001,2012,Frumento duro,49.8,9.92
2822008008408000001,2013,Frumento duro,13.0,13.09
2822008008408000001,2014,Frumento duro,59.8,11.71
2822008008408000001,2015,Frumento duro,69.3,14.32
2822008008408000001,2016,Frumento duro,44.63,9.44
2822008008408000001,2017,Frumento duro,26.0,6.89
2822008008408000001,2018,Frumento duro,34.96,19.95
2822008008408000001,2019,Frumento duro,44.03,10.36
2822008008408000001,2020,Frumento duro,59.8,11.28
2822008008408000001,2021,Frumento duro,17.04,7.52
2822008008408000001,2022,Frumento duro,32.42,16.99
2822008008409000001,2008,Frumento duro,3.8,4.72
2822008008409000001,2009,Frumento duro,3.8,4.35
2822008008409000001,2010,Frumento duro,10.3,3.59
2822008008409000001,2011,Frumento duro,6.2,9.91
2822008008416000001,2008,Frumento duro,130.0,0.0
2822008008416000001,2009,Frumento duro,57.36,0.0
2822008008416000001,2010,Frumento duro,43.84,0.0
2822008008416000001,2011,Frumento duro,75.28,0.0
2822008008419000001,2008,Frumento duro,84.8,7.43
2822008008419000001,2009,Frumento duro,37.35,0.0
2822008008419000001,2010,Frumento duro,15.05,0.0
2822008008419000001,2012,Frumento duro,12.0,4.0
2822008008420000001,2008,Frumento duro,11.7,5.85
2822008008420000001,2010,Frumento duro,7.18,5.01
2822008008420000001,2012,Frumento duro,7.24,4.06
2822008008424000001,2008,Frumento duro,217.46,3.7
2822008008424000001,2009,Frumento duro,232.6,2.74
2822008008424000001,2010,Frumento duro,122.0,3.3
2822008008424000001,2011,Frumento duro,133.0,14.05
2822008008425000001,2008,Frumento duro,34.52,
2822008008425000001,2010,Frumento duro,16.28,0.0
2822008008425000001,2011,Frumento duro,20.0,16.0
2822008008425000001,2012,Frumento duro,25.0,12.8
2822008008427000001,2008,Frumento duro,25.42,4.62
2822008008427000001,2009,Frumento duro,20.66,3.58
2822008008427000001,2010,Frumento duro,14.3,3.87
2822008008427000001,2011,Frumento duro,13.2,12.38
2822008008427000001,2012,Frumento duro,12.4,13.32
2822008008427000001,2013,Frumento duro,9.0,36.69
2822008008427000001,2014,Frumento duro,7.5,33.09
2822008008427000001,2015,Frumento duro,5.98,13.25
2822008008427000001,2016,Frumento duro,10.66,20.11
2822008008427000001,2017,Frumento duro,4.8,23.91
2822008008427000001,2018,Frumento duro,5.04,38.44
2822008008427000001,2019,Frumento duro,3.92,13.96
2822008008427000001,2021,Frumento duro,9.4,16.23
2822008008427000001,2022,Frumento duro,8.8,11.9
2822008008429000001,2008,Frumento duro,38.57,6.77
2822008008429000001,2010,Frumento duro,10.07,5.03
2822008008430000001,2008,Frumento duro,54.5,4.24
2822008008430000001,2009,Frumento duro,32.99,3.15
2822008008430000001,2010,Frumento duro,41.5,4.17
2822008008430000001,2011,Frumento duro,27.36,6.49
2822008008430000001,2012,Frumento duro,32.93,11.37
2822008008430000001,2013,Frumento duro,20.14,22.73
2822008008431000001,2008,Frumento duro,70.2,7.33
2822008008431000001,2009,Frumento duro,81.19,4.25
2822008008431000001,2010,Frumento duro,85.82,4.7
2822008008431000001,2011,Frumento duro,51.05,21.84
2822008008431000001,2012,Frumento duro,63.42,11.72
2822008008431000001,2013,Frumento duro,43.0,11.3
2822008008431000001,2014,Frumento duro,27.12,14.66
2822008008431000001,2015,Frumento duro,47.85,12.46
2822008008431000001,2016,Frumento duro,32.08,12.32
2822008008431000001,2017,Frumento duro,68.54,11.82
2822008008431000001,2018,Frumento duro,31.74,8.07
2822008008431000001,2019,Frumento duro,67.02,7.17
2822008008431000001,2020,Frumento duro,43.16,8.48
2822008008431000001,2021,Frumento duro,67.18,7.72
2822008008431000001,2022,Frumento duro,31.72,10.76
2822008008443000001,2008,Frumento duro,8.43,7.92
2822008008443000001,2010,Frumento duro,7.67,5.66
2822008008448000001,2008,Frumento duro,29.56,6.01
2822008008448000001,2009,Frumento duro,34.56,5.36
2822008008448000001,2011,Frumento duro,15.24,7.18
2822008008448000001,2022,Frumento duro,43.59,6.0
2822008008450000001,2008,Frumento duro,15.6,7.55
2822008008450000001,2009,Frumento duro,14.27,7.19
2822008008450000001,2010,Frumento duro,14.11,6.0
2822008008450000001,2011,Frumento duro,7.6,4.34
2822008008450000001,2012,Frumento duro,6.7,4.05
2822008008450000001,2013,Frumento duro,5.9,4.37
2822008008450000001,2014,Frumento duro,6.0,11.99
2822008008450000001,2015,Frumento duro,8.0,14.48
2822008008450000001,2016,Frumento duro,14.77,18.85
2822008008450000001,2017,Frumento duro,14.5,24.76
2822008008450000001,2019,Frumento duro,7.03,20.2
2822008008450000001,2020,Frumento duro,12.53,24.22
2822008008451000001,2008,Frumento duro,25.06,3.49
2822008008451000001,2009,Frumento duro,18.04,4.06
2822008008451000001,2011,Frumento duro,32.84,23.67
2822008008452000001,2008,Frumento duro,46.12,inf
2822008008452000001,2010,Frumento duro,40.12,6.17
2822008008452000001,2011,Frumento duro,32.19,3.99
2822008008452000001,2012,Frumento duro,55.24,4.04
2822008008453000001,2008,Frumento duro,13.25,
2822008008453000001,2009,Frumento duro,8.19,7.53
2822008008453000001,2010,Frumento duro,33.46,0.0
2822008008453000001,2011,Frumento duro,37.13,0.0
2822008008453000001,2012,Frumento duro,12.0,16.67
2822008008460000001,2008,Frumento duro,24.2,7.02
2822008008460000001,2009,Frumento duro,13.03,7.51
2822008008460000001,2010,Frumento duro,27.93,5.84
2822008008460000001,2011,Frumento duro,15.57,12.3
2822008008460000001,2012,Frumento duro,20.58,12.16
2822008008490000001,2008,Frumento duro,5.43,4.6
2822008008500000001,2008,Frumento duro,24.49,5.19
2822008008500000001,2009,Frumento duro,15.46,10.42
2822008008500000001,2010,Frumento duro,15.65,12.29
2822008008500000001,2011,Frumento duro,35.45,22.82
2822008008500000001,2012,Frumento duro,15.65,44.09
2822008008502000001,2010,Frumento duro,9.0,0.63
2822008008508000001,2008,Frumento duro,1.15,3.17
2822008008521000001,2008,Frumento duro,15.18,1.65
2822008008521000001,2009,Frumento duro,12.98,1.66
2822008008521000001,2010,Frumento duro,14.68,0.96
2822008008521000001,2011,Frumento duro,13.09,1.51
2822008008534000001,2008,Frumento duro,40.42,12.5
2822008008534000001,2009,Frumento duro,28.86,1.87
2822008009010000001,2008,Frumento duro,1.22,4.73
2822008009010000001,2009,Frumento duro,21.14,3.62
2822008009010000001,2010,Frumento duro,12.13,3.8
2822008009010000001,2011,Frumento duro,9.56,13.2
2822008009010000001,2012,Frumento duro,15.8,18.74
2822008009010000001,2013,Frumento duro,15.27,19.26
2822008009010000001,2016,Frumento duro,36.11,11.96
2822008009010000001,2017,Frumento duro,21.43,11.79
2822008009012000001,2008,Frumento duro,13.0,0.0
2822008009012000001,2009,Frumento duro,8.42,7.31
2822008009033000001,2010,Frumento duro,2.5,4.69
2822008009033000001,2012,Frumento duro,7.1,24.32
2822008009033000001,2015,Frumento duro,2.0,32.74
2822008009033000001,2016,Frumento duro,4.0,37.2
2822008009033000001,2018,Frumento duro,1.57,69.5
2822008009033000001,2022,Frumento duro,2.38,11.07
2822008009079000001,2008,Frumento duro,42.84,7.24
2822008009079000001,2009,Frumento duro,14.97,4.74
2822008009079000001,2010,Frumento duro,19.97,4.4
2822008009079000001,2011,Frumento duro,18.5,18.62
2822008009079000001,2012,Frumento duro,19.81,12.12
2822008009079000001,2013,Frumento duro,16.5,13.46
2822008009079000001,2014,Frumento duro,16.14,13.73
2822008009079000001,2015,Frumento duro,16.95,6.49
2822008009079000001,2016,Frumento duro,25.95,12.48
2822008009079000001,2017,Frumento duro,18.13,14.11
2822008009079000001,2018,Frumento duro,15.98,5.39
2822008009079000001,2019,Frumento duro,12.28,6.03
2822008009079000001,2020,Frumento duro,10.77,16.21
2822008009202000001,2008,Frumento duro,10.46,47.92
2822008009202000001,2009,Frumento duro,25.1,4.6
2822008009206000001,2010,Frumento duro,30.35,4.56
2822008009206000001,2011,Frumento duro,14.62,12.42
2822008009210000001,2008,Frumento duro,11.75,27.27
2822008009223000001,2009,Frumento duro,5.55,6.93
2822008009232000001,2008,Frumento duro,3.5,5.71
2822008009253000001,2010,Frumento duro,5.71,5.13
2822008009254000001,2008,Frumento duro,8.98,5.05
2822008009254000001,2010,Frumento duro,19.65,4.08
2822008009259000001,2008,Frumento duro,13.64,1.55
2822008009260000001,2008,Frumento duro,24.35,2.51
2822008009260000001,2009,Frumento duro,13.78,2.2
2822008009260000001,2012,Frumento duro,13.34,3.75
2822008009260000001,2013,Frumento duro,4.65,14.2
2822008009260000001,2015,Frumento duro,9.27,20.6
2822008009260000001,2016,Frumento duro,18.31,16.16
2822008009260000001,2018,Frumento duro,43.3,19.7
2822008009270000001,2008,Frumento duro,20.13,7.0
2822008009270000001,2009,Frumento duro,37.99,5.5
2822008009270000001,2010,Frumento duro,29.48,5.59
2822008009270000001,2013,Frumento duro,5.56,2.16
2822008009270000001,2014,Frumento duro,5.56,9.94
2822008009270000001,2016,Frumento duro,2.69,44.24
2822008009271000001,2008,Frumento duro,7.32,0.0
2822008009271000001,2009,Frumento duro,25.55,0.0
2822008009271000001,2010,Frumento duro,34.35,0.0
2822008009271000001,2011,Frumento duro,31.88,0.0
2822008009275000001,2008,Frumento duro,28.65,4.42
2822008009275000001,2009,Frumento duro,26.65,4.49
2822008009275000001,2010,Frumento duro,26.7,3.31
2822008009275000001,2011,Frumento duro,19.5,19.01
2822008009275000001,2012,Frumento duro,19.49,27.44
2822008009275000001,2013,Frumento duro,8.47,28.73
2822008009275000001,2014,Frumento duro,5.33,21.05
2822008009275000001,2015,Frumento duro,14.93,23.52
2822008009275000001,2016,Frumento duro,11.52,26.06
2822008009275000001,2017,Frumento duro,10.0,20.77
2822008009275000001,2018,Frumento duro,8.65,35.95
2822008009275000001,2019,Frumento duro,7.86,11.76
2822008009275000001,2020,Frumento duro,7.89,7.6
2822008009275000001,2021,Frumento duro,6.66,13.67
2822008009282000001,2009,Frumento duro,86.63,0.0
2822008009282000001,2010,Frumento duro,50.99,0.0
2822008009282000001,2011,Frumento duro,52.0,19.23
2822008009282000001,2012,Frumento duro,52.98,12.27
2822008009282000001,2013,Frumento duro,64.0,20.31
2822008009282000001,2014,Frumento duro,15.76,15.23
2822008009282000001,2015,Frumento duro,134.0,10.45
2822008009282000001,2016,Frumento duro,62.35,11.23
2822008009282000001,2017,Frumento duro,40.86,9.3
2822008009282000001,2018,Frumento duro,40.86,14.44
2822008009282000001,2019,Frumento duro,55.08,11.8
2822008009282000001,2020,Frumento duro,30.54,7.86
2822008009288000001,2012,Frumento duro,17.09,17.55
2822008009289000001,2008,Frumento duro,23.95,1.13
2822008009290000001,2008,Frumento duro,19.59,2.41
2822008009290000001,2009,Frumento duro,39.88,5.81
2822008009290000001,2010,Frumento duro,32.58,8.04
2822008009290000001,2012,Frumento duro,32.3,14.63
2822008009290000001,2013,Frumento duro,21.27,18.67
2822008009299000001,2008,Frumento duro,55.61,0.0
2822008009299000001,2009,Frumento duro,115.17,0.0
2822008009299000001,2010,Frumento duro,66.22,0.0
2822008009299000001,2011,Frumento duro,40.12,7.4
2822008009299000001,2012,Frumento duro,78.08,8.32
2822008009299000001,2013,Frumento duro,34.66,2.6
2822008009299000001,2014,Frumento duro,91.96,21.75
2822008009299000001,2015,Frumento duro,55.31,16.54
2822008009299000001,2016,Frumento duro,69.78,10.03
2822008009299000001,2017,Frumento duro,71.61,13.27
2822008009299000001,2018,Frumento duro,50.86,20.06
2822008009299000001,2019,Frumento duro,63.73,31.38
2822008009299000001,2020,Frumento duro,67.47,10.37
2822008009299000001,2021,Frumento duro,67.1,13.41
2822008009299000001,2022,Frumento duro,73.43,7.22
2822008009304000001,2008,Frumento duro,9.24,1.96
2822008009304000001,2009,Frumento duro,4.09,1.07
2822008009304000001,2010,Frumento duro,28.87,1.33
2822008009304000001,2013,Frumento duro,16.41,7.08
2822008009304000001,2014,Frumento duro,24.61,9.22
2822008009304000001,2015,Frumento duro,21.72,12.15
2822008009304000001,2020,Frumento duro,1.17,14.85
2822008009305000001,2008,Frumento duro,17.61,12.08
2822008009305000001,2009,Frumento duro,29.0,1.95
2822008009305000001,2011,Frumento duro,33.95,12.35
2822008009305000001,2012,Frumento duro,17.52,7.39
2822008009306000001,2012,Frumento duro,2.8,71.43
2822008009426000001,2008,Frumento duro,1.22,5.36
2822008009431000001,2008,Frumento duro,17.48,4.35
2822008009438000001,2008,Frumento duro,17.88,4.32
2822008009438000001,2009,Frumento duro,17.74,3.58
2822008009438000001,2010,Frumento duro,20.23,3.26
2822008009438000001,2011,Frumento duro,15.2,20.41
2822008009438000001,2012,Frumento duro,17.6,24.79
2822008009438000001,2013,Frumento duro,11.9,20.17
2822008009438000001,2014,Frumento duro,23.5,17.02
2822008009438000001,2015,Frumento duro,15.58,19.26
2822008009438000001,2016,Frumento duro,22.0,16.82
2822008009439000001,2008,Frumento duro,10.22,8.0
2822008009439000001,2010,Frumento duro,7.98,5.0
2822008009439000001,2011,Frumento duro,5.32,4.46
2822008009439000001,2012,Frumento duro,6.71,4.1
2822008009483000001,2010,Frumento duro,2.7,2.34
2822008009543000001,2008,Frumento duro,7.69,4.0
2822008009543000001,2010,Frumento duro,0.29,5.83
2822008009554000001,2009,Frumento duro,4.17,1.84
2822008009568000001,2008,Frumento duro,2.63,4.95
2822008009575000001,2016,Frumento duro,3.27,12.7
2822008009607000001,2008,Frumento duro,26.92,inf
2822008009607000001,2009,Frumento duro,29.95,4.55
2822008009607000001,2010,Frumento duro,23.23,4.7
2822008009623000001,2008,Frumento duro,2.67,8.76
2822008009630000001,2009,Frumento duro,1.28,0.0
2822008009632000001,2008,Frumento duro,11.89,3.82
2822008009632000001,2009,Frumento duro,11.5,4.72
2822008009632000001,2010,Frumento duro,6.0,7.36
2822008009632000001,2011,Frumento duro,6.5,4.02
2822008009633000001,2008,Frumento duro,21.48,4.44
2822008009633000001,2009,Frumento duro,18.7,4.71
2822008009633000001,2010,Frumento duro,20.0,3.68
2822008009633000001,2011,Frumento duro,25.0,3.85
2822008009633000001,2012,Frumento duro,28.0,12.77
2822008009633000001,2013,Frumento duro,26.0,12.69
2822008009641000001,2008,Frumento duro,4.08,52.63
2822008009641000001,2010,Frumento duro,8.58,1.48
2822008009644000001,2008,Frumento duro,40.94,3.42
2822008009646000001,2008,Frumento duro,10.53,6.9
2822008009646000001,2011,Frumento duro,5.19,6.44
2822008009646000001,2015,Frumento duro,5.4,8.99
2822008009651000001,2010,Frumento duro,19.6,3.2
2822008009651000001,2011,Frumento duro,19.6,3.26
2822008009653000001,2010,Frumento duro,0.2,7.7
2822008009658000001,2008,Frumento duro,66.0,1.96
2822008009658000001,2010,Frumento duro,37.0,1.28
2822008009658000001,2012,Frumento duro,66.0,7.05
2822008009658000001,2014,Frumento duro,66.0,9.1
2822008009658000001,2015,Frumento duro,28.0,11.81
2822008009658000001,2016,Frumento duro,37.4,11.26
2822008009658000001,2017,Frumento duro,75.6,11.14
2822008009658000001,2018,Frumento duro,39.15,11.27
2822008009658000001,2019,Frumento duro,74.15,11.27
2822008009658000001,2022,Frumento duro,28.1,13.1
2822008009672000001,2008,Frumento duro,2.69,11.44
2822008009685000001,2008,Frumento duro,9.45,8.19
2822008009706000001,2008,Frumento duro,7.74,6.46
2822008009711000001,2008,Frumento duro,1.94,3.09
2822008009711000001,2010,Frumento duro,3.95,2.61
2822008009711000001,2011,Frumento duro,3.84,5.84
2822008009712000001,2010,Frumento duro,46.24,0.0
2912008000218000001,2008,Frumento duro,5.37,19.46
2912008000279000001,2008,Frumento duro,30.0,0.0
2912008000311000001,2008,Frumento duro,30.92,3.8
2912008031082000001,2008,Frumento duro,6.0,20.9
2912008031082000001,2009,Frumento duro,2.5,2.29
2912008031082000001,2010,Frumento duro,2.87,0.48
2912008031082000001,2011,Frumento duro,8.76,29.94
2912008031085000001,2008,Frumento duro,4.79,3.13
2912008031085000001,2009,Frumento duro,4.79,1.05
2912008031085000001,2010,Frumento duro,4.79,1.18
