Farm ID,Year,Specie vegetale,Superficie coltivata,Ore uso macchina per ettaro
3022010033014000001,2019,Frumento duro,5.0,7.06
3022010033014000001,2020,Frumento duro,4.0,6.33
3022010033014000001,2021,Frumento duro,5.0,12.12
3022010033014000001,2022,Frumento duro,5.5,5.08
3022010033019000001,2010,Frumento duro,30.0,0.88
3022010033019000001,2011,Frumento duro,27.0,8.14
3022010033019000001,2012,Frumento duro,23.0,9.27
3022010033019000001,2013,Frumento duro,20.0,8.49
3022010033158000001,2010,Frumento duro,2.0,0.99
3022010033158000001,2011,Frumento duro,2.75,18.67
3022010033158000001,2012,Frumento duro,2.0,15.99
3022010033158000001,2013,Frumento duro,2.75,11.63
3022010033158000001,2014,Frumento duro,2.5,20.53
3022010033158000001,2015,Frumento duro,2.25,22.81
3022010033158000001,2016,Frumento duro,2.5,15.42
3022010033158000001,2017,Frumento duro,1.75,14.85
3022010033158000001,2018,Frumento duro,1.75,8.57
3022010033158000001,2019,Frumento duro,1.75,17.14
3022010033158000001,2020,Frumento duro,2.75,36.36
3022010033158000001,2021,Frumento duro,1.75,85.71
3022010033158000001,2022,Frumento duro,2.75,54.55
3022010033171000001,2010,Frumento duro,15.0,12.46
3022010033171000001,2011,Frumento duro,11.0,15.97
3022010033171000001,2012,Frumento duro,12.0,21.26
3022010033171000001,2013,Frumento duro,8.11,13.86
3022010033171000001,2014,Frumento duro,13.28,12.96
3022010033171000001,2015,Frumento duro,11.85,14.75
3022010033171000001,2016,Frumento duro,6.37,19.32
3022010033171000001,2018,Frumento duro,5.5,15.18
3022010033171000001,2020,Frumento duro,10.0,10.0
3022010033171000001,2021,Frumento duro,10.0,15.0
3022010033171000001,2022,Frumento duro,10.0,20.0
3022010033200000001,2010,Frumento duro,20.0,0.8
3022010033200000001,2011,Frumento duro,20.0,10.66
3022010033200000001,2012,Frumento duro,21.0,15.04
3022010033200000001,2013,Frumento duro,20.0,3.3
3022010033200000001,2014,Frumento duro,20.0,10.66
3022010033200000001,2015,Frumento duro,16.0,6.83
3022010033200000001,2016,Frumento duro,10.0,10.8
3022010033200000001,2017,Frumento duro,12.0,17.2
3022010033200000001,2018,Frumento duro,14.0,4.23
3022010033200000001,2019,Frumento duro,12.0,5.27
3022010033200000001,2020,Frumento duro,14.0,4.23
3022010033200000001,2021,Frumento duro,18.0,6.88
3022010033200000001,2022,Frumento duro,16.0,7.49
3022012033387000001,2012,Frumento duro,8.06,18.61
3022012033387000001,2013,Frumento duro,8.0,31.25
3022012033387000001,2014,Frumento duro,3.73,15.12
3022012033387000001,2017,Frumento duro,4.0,20.0
3022012033387000001,2018,Frumento duro,4.0,20.0
3022012033387000001,2019,Frumento duro,3.94,28.63
3022012033387000001,2020,Frumento duro,3.69,26.13
3022012033387000001,2021,Frumento duro,3.2,50.88
3022012033387000001,2022,Frumento duro,4.34,27.65
3022012033391000001,2012,Frumento duro,9.0,48.92
3022012033391000001,2013,Frumento duro,9.0,58.67
3022012033399000001,2012,Frumento duro,0.3,33.33
3022012033399000001,2013,Frumento duro,0.3,204.9
3022012033411000001,2012,Frumento duro,9.0,32.82
3022012033411000001,2013,Frumento duro,9.0,33.6
3022012033411000001,2016,Frumento duro,10.0,25.49
3022012033411000001,2017,Frumento duro,19.0,25.77
3022012033411000001,2018,Frumento duro,2.5,43.5
3022012033411000001,2019,Frumento duro,9.79,44.74
3022012033411000001,2020,Frumento duro,11.0,44.72
3022012033411000001,2021,Frumento duro,8.79,52.9
3022012033411000001,2022,Frumento duro,2.22,49.97
3022012033423000001,2012,Frumento duro,20.0,10.73
3022012033423000001,2013,Frumento duro,22.0,14.36
3022012033423000001,2014,Frumento duro,20.0,10.66
3022012033423000001,2015,Frumento duro,18.0,11.77
3022012033423000001,2016,Frumento duro,16.0,6.91
3022012033423000001,2017,Frumento duro,17.0,6.58
3022012033423000001,2018,Frumento duro,15.0,7.37
3022012033423000001,2019,Frumento duro,17.0,6.86
3022012033423000001,2020,Frumento duro,18.0,6.22
3022012033423000001,2021,Frumento duro,20.0,6.46
3022012033423000001,2022,Frumento duro,20.0,10.99
3022012033424000001,2012,Frumento duro,25.0,8.0
3022012033424000001,2013,Frumento duro,25.0,6.0
3022012033424000001,2014,Frumento duro,25.0,8.0
3022012033424000001,2015,Frumento duro,25.0,4.0
3022012033424000001,2016,Frumento duro,25.0,8.0
3022012033424000001,2017,Frumento duro,25.0,12.0
3022012033424000001,2018,Frumento duro,25.0,8.0
3022012033424000001,2019,Frumento duro,25.0,4.0
3022012033424000001,2020,Frumento duro,25.0,8.0
3022012033424000001,2021,Frumento duro,25.0,8.0
3022012033424000001,2022,Frumento duro,25.0,4.0
3022012033426000001,2012,Frumento duro,30.0,10.73
3022012033426000001,2013,Frumento duro,30.0,4.11
3022012033426000001,2014,Frumento duro,30.0,7.37
3022012033426000001,2015,Frumento duro,25.0,12.69
3022012033426000001,2016,Frumento duro,25.3,18.0
3022012033426000001,2017,Frumento duro,12.0,13.49
3022012033426000001,2018,Frumento duro,12.0,10.0
3022012033426000001,2019,Frumento duro,12.0,8.33
3022012033426000001,2020,Frumento duro,13.2,15.15
3022012033426000001,2021,Frumento duro,12.0,10.0
3022012033426000001,2022,Frumento duro,15.0,6.67
3022012033427000001,2012,Frumento duro,40.0,8.4
3022012033427000001,2013,Frumento duro,40.0,5.99
3022012033427000001,2014,Frumento duro,43.0,7.59
3022012033427000001,2015,Frumento duro,40.0,5.86
3022012033427000001,2016,Frumento duro,60.0,18.42
3022012033427000001,2017,Frumento duro,15.0,13.42
3022012033427000001,2018,Frumento duro,15.0,10.67
3022012033427000001,2019,Frumento duro,15.0,10.0
3022012033427000001,2020,Frumento duro,17.0,5.88
3022012033427000001,2021,Frumento duro,17.0,14.71
3022012033427000001,2022,Frumento duro,15.0,10.0
3022012033428000001,2012,Frumento duro,6.5,16.2
3022012033428000001,2013,Frumento duro,6.5,16.4
3022012033428000001,2014,Frumento duro,5.0,10.66
3022012033428000001,2015,Frumento duro,6.0,17.22
3022012033428000001,2016,Frumento duro,5.5,18.91
3022012033428000001,2017,Frumento duro,5.5,9.81
3022012033428000001,2018,Frumento duro,5.5,9.69
3022012033428000001,2019,Frumento duro,6.0,8.89
3022012033428000001,2020,Frumento duro,5.0,4.8
3022012033428000001,2021,Frumento duro,6.0,9.66
3022012033428000001,2022,Frumento duro,5.0,10.8
3022012033429000001,2012,Frumento duro,5.0,20.66
3022012033429000001,2013,Frumento duro,5.0,16.53
3022012033429000001,2014,Frumento duro,4.0,13.38
3022012033429000001,2015,Frumento duro,5.0,10.66
3022012033429000001,2016,Frumento duro,5.5,12.73
3022012033429000001,2017,Frumento duro,5.5,15.99
3022012033429000001,2018,Frumento duro,5.5,14.55
3022012033429000001,2019,Frumento duro,5.5,27.27
3022012033429000001,2020,Frumento duro,5.5,21.82
3022012033429000001,2021,Frumento duro,5.5,54.55
3022012033429000001,2022,Frumento duro,5.5,27.27
3022012033430000001,2012,Frumento duro,10.0,5.93
3022012033430000001,2013,Frumento duro,10.0,10.8
3022012033430000001,2014,Frumento duro,12.0,8.89
3022012033430000001,2015,Frumento duro,10.0,10.73
3022012033430000001,2016,Frumento duro,10.0,18.42
3022012033430000001,2017,Frumento duro,3.0,16.75
3022012033430000001,2018,Frumento duro,3.0,13.33
3022012033430000001,2019,Frumento duro,3.0,30.0
3022012033430000001,2021,Frumento duro,5.0,30.0
3022012033430000001,2022,Frumento duro,10.0,10.0
3022012033432000001,2012,Frumento duro,25.0,8.8
3022012033432000001,2013,Frumento duro,20.0,8.49
3022012033432000001,2014,Frumento duro,18.0,11.85
3022012033432000001,2015,Frumento duro,17.0,6.66
3022012033432000001,2016,Frumento duro,18.0,11.85
3022012033432000001,2017,Frumento duro,17.0,11.76
3022012033432000001,2018,Frumento duro,18.0,11.85
3022012033432000001,2019,Frumento duro,17.0,6.47
3022012033432000001,2020,Frumento duro,20.0,5.66
3022012033432000001,2021,Frumento duro,20.0,6.33
3022012033432000001,2022,Frumento duro,18.0,6.29
3022012033433000001,2012,Frumento duro,20.0,10.83
3022012033433000001,2013,Frumento duro,22.0,5.15
3022012033433000001,2014,Frumento duro,20.0,10.66
3022012033433000001,2015,Frumento duro,20.0,10.66
3022012033433000001,2016,Frumento duro,33.0,6.84
3022012033433000001,2017,Frumento duro,20.0,11.28
3022012033433000001,2018,Frumento duro,20.0,15.0
3022012033433000001,2019,Frumento duro,20.0,15.0
3022012033433000001,2020,Frumento duro,20.0,15.0
3022012033433000001,2021,Frumento duro,20.0,12.5
3022012033433000001,2022,Frumento duro,20.0,12.5
3022012033434000001,2012,Frumento duro,5.0,31.42
3022012033434000001,2013,Frumento duro,6.0,17.44
3022012033434000001,2014,Frumento duro,5.0,20.66
3022012033434000001,2015,Frumento duro,6.0,12.22
3022012033434000001,2016,Frumento duro,6.0,17.33
3022012033434000001,2017,Frumento duro,6.0,17.22
3022012033434000001,2018,Frumento duro,5.0,10.66
3022012033434000001,2019,Frumento duro,6.0,8.78
3022012033434000001,2020,Frumento duro,5.0,10.66
3022012033434000001,2021,Frumento duro,6.0,17.99
3022012033434000001,2022,Frumento duro,6.0,9.44
3022012033436000001,2015,Frumento duro,10.0,20.66
3022012033436000001,2016,Frumento duro,10.0,18.62
3022012033436000001,2017,Frumento duro,10.0,18.42
3022012033436000001,2018,Frumento duro,10.0,16.5
3022012033436000001,2019,Frumento duro,10.0,16.5
3022012033436000001,2020,Frumento duro,10.0,40.0
3022012033436000001,2021,Frumento duro,10.0,50.0
3022012033436000001,2022,Frumento duro,10.0,75.0
3022012033437000001,2012,Frumento duro,3.5,15.04
3022012033437000001,2013,Frumento duro,3.5,9.33
3022012033437000001,2014,Frumento duro,3.0,17.33
3022012033437000001,2015,Frumento duro,3.5,15.04
3022012033437000001,2016,Frumento duro,6.5,8.57
3022012033437000001,2017,Frumento duro,5.0,13.25
3022012033437000001,2018,Frumento duro,5.0,12.0
3022012033437000001,2019,Frumento duro,5.0,12.0
3022012033437000001,2020,Frumento duro,5.0,50.0
3022012033437000001,2021,Frumento duro,7.0,42.86
3022012033437000001,2022,Frumento duro,6.0,58.33
3022012033438000001,2012,Frumento duro,10.0,7.02
3022012033438000001,2013,Frumento duro,15.0,7.46
3022012033439000001,2012,Frumento duro,100.0,3.99
3022012033439000001,2013,Frumento duro,120.0,2.5
3022012033439000001,2014,Frumento duro,43.0,5.21
3022012033439000001,2015,Frumento duro,43.5,5.66
3022012033439000001,2017,Frumento duro,100.0,3.46
3022012033439000001,2018,Frumento duro,100.0,2.66
3022012033439000001,2019,Frumento duro,78.5,3.39
3022012033439000001,2020,Frumento duro,100.0,2.66
3022012033439000001,2021,Frumento duro,78.5,5.17
3022012033439000001,2022,Frumento duro,100.0,3.66
3022012033461000001,2012,Frumento duro,12.0,8.33
3022012033461000001,2013,Frumento duro,10.0,8.35
3022012033461000001,2014,Frumento duro,10.16,22.63
3022012033461000001,2015,Frumento duro,2.29,27.43
3022012033461000001,2016,Frumento duro,4.66,9.59
3022012033461000001,2017,Frumento duro,4.0,13.74
3022012033461000001,2018,Frumento duro,12.64,10.62
3022012033461000001,2019,Frumento duro,10.64,11.27
3022012033461000001,2020,Frumento duro,9.12,13.15
3022012033461000001,2021,Frumento duro,9.8,23.02
3022012033461000001,2022,Frumento duro,9.9,50.51
3022012033465000001,2018,Frumento duro,3.5,12.23
3022012033465000001,2019,Frumento duro,0.4,55.35
3022012033465000001,2020,Frumento duro,0.4,53.2
3022012033465000001,2021,Frumento duro,0.5,65.12
3022012033465000001,2022,Frumento duro,0.45,111.11
3022012033466000001,2012,Frumento duro,1.6,16.51
3022012033466000001,2013,Frumento duro,1.6,17.12
3022012033466000001,2015,Frumento duro,1.68,34.85
3022012033466000001,2016,Frumento duro,2.93,19.25
3022012033480000001,2021,Frumento duro,0.35,59.23
3022012033504000001,2012,Frumento duro,5.3,31.93
3022012033504000001,2013,Frumento duro,4.0,7.5
3022012033504000001,2014,Frumento duro,3.85,18.54
3022012033504000001,2015,Frumento duro,6.35,35.53
3022012033504000001,2016,Frumento duro,7.23,31.21
3022012033504000001,2017,Frumento duro,6.4,31.46
3022012033504000001,2018,Frumento duro,7.0,7.34
3022012033504000001,2019,Frumento duro,7.0,16.3
3022012033504000001,2020,Frumento duro,8.4,26.86
3022012033504000001,2021,Frumento duro,5.5,16.14
3022012033504000001,2022,Frumento duro,8.13,27.06
3022012033506000001,2013,Frumento duro,1.31,24.53
3022012033506000001,2014,Frumento duro,1.31,26.82
3022012033506000001,2016,Frumento duro,0.03,173.67
3022012033506000001,2021,Frumento duro,0.2,207.35
3022012033506000001,2022,Frumento duro,0.55,36.36
3022012033508000001,2012,Frumento duro,0.4,121.37
3022012033508000001,2013,Frumento duro,4.07,7.54
3022012033508000001,2014,Frumento duro,3.06,13.99
3022012033508000001,2015,Frumento duro,10.0,19.27
3022012033508000001,2016,Frumento duro,15.37,15.79
3022012033508000001,2017,Frumento duro,13.0,10.1
3022012033508000001,2018,Frumento duro,3.68,12.8
3022012033508000001,2019,Frumento duro,3.0,19.66
3022012033508000001,2020,Frumento duro,2.78,34.83
3022012033508000001,2021,Frumento duro,0.75,67.64
3022012033508000001,2022,Frumento duro,4.45,20.22
3022012033509000001,2012,Frumento duro,9.2,25.92
3022012033509000001,2013,Frumento duro,9.2,9.77
3022012033509000001,2014,Frumento duro,10.2,7.0
3022012033509000001,2015,Frumento duro,13.95,8.49
3022012033509000001,2016,Frumento duro,7.86,10.18
3022012033509000001,2017,Frumento duro,5.0,12.99
3022012033509000001,2018,Frumento duro,2.07,13.79
3022012033513000001,2015,Frumento duro,1.89,56.3
3022012033513000001,2016,Frumento duro,2.3,46.97
3022012033513000001,2017,Frumento duro,3.0,12.68
3022012033513000001,2018,Frumento duro,1.34,18.11
3022012033513000001,2020,Frumento duro,0.47,91.47
3022012033513000001,2021,Frumento duro,0.5,42.94
3022012033513000001,2022,Frumento duro,3.2,26.56
3022012033517000001,2018,Frumento duro,2.52,18.42
3022012033517000001,2021,Frumento duro,6.06,45.79
3022012033517000001,2022,Frumento duro,1.91,47.12
3022012033518000001,2012,Frumento duro,3.9,55.66
3022012033518000001,2013,Frumento duro,3.9,11.53
3022012033518000001,2014,Frumento duro,3.52,13.79
3022012033518000001,2015,Frumento duro,4.54,35.86
3022012033518000001,2016,Frumento duro,5.91,19.24
3022012033518000001,2017,Frumento duro,4.0,39.1
3022012033518000001,2018,Frumento duro,1.2,20.23
3022012033518000001,2019,Frumento duro,4.2,26.66
3022012033518000001,2020,Frumento duro,8.0,28.2
3022012033518000001,2021,Frumento duro,7.6,22.8
3022012033518000001,2022,Frumento duro,5.88,37.41
3022012033521000001,2013,Frumento duro,5.3,11.85
3022012033521000001,2015,Frumento duro,4.26,50.96
3022012033521000001,2016,Frumento duro,1.8,8.41
3022012033521000001,2017,Frumento duro,2.3,86.96
3022012033521000001,2018,Frumento duro,1.5,20.0
3022012033521000001,2019,Frumento duro,1.05,19.05
3022012033521000001,2020,Frumento duro,1.43,58.34
3022012033521000001,2021,Frumento duro,1.97,20.3
3022012033522000001,2014,Frumento duro,3.61,30.12
3022012033522000001,2015,Frumento duro,5.0,45.13
3022012033522000001,2016,Frumento duro,4.65,46.25
3022012033522000001,2019,Frumento duro,3.48,26.67
3022012033522000001,2020,Frumento duro,7.85,25.48
3022012033522000001,2021,Frumento duro,7.85,28.74
3022012033522000001,2022,Frumento duro,4.64,43.1
3022012033523000001,2012,Frumento duro,15.7,12.0
3022012033523000001,2013,Frumento duro,15.7,7.18
3022012033523000001,2021,Frumento duro,8.86,29.46
3022012033525000001,2012,Frumento duro,4.2,99.31
3022012033525000001,2013,Frumento duro,4.2,9.69
3022012033525000001,2014,Frumento duro,4.2,11.56
3022012033525000001,2015,Frumento duro,6.46,30.96
3022012033525000001,2016,Frumento duro,8.9,10.89
3022012033525000001,2017,Frumento duro,9.0,14.52
3022012033525000001,2018,Frumento duro,8.64,11.57
3022012033525000001,2019,Frumento duro,9.0,12.82
3022012033525000001,2020,Frumento duro,6.78,29.5
3022012033525000001,2021,Frumento duro,6.46,50.67
3022012033525000001,2022,Frumento duro,4.52,19.91
3022012033529000001,2012,Frumento duro,11.05,15.26
3022012033529000001,2013,Frumento duro,14.15,15.69
3022012033529000001,2014,Frumento duro,1.98,32.25
3022012033529000001,2015,Frumento duro,15.81,17.72
3022012033529000001,2016,Frumento duro,6.72,19.01
3022012033529000001,2017,Frumento duro,4.0,18.42
3022012033529000001,2018,Frumento duro,21.58,13.23
3022012033529000001,2019,Frumento duro,2.05,13.93
3022012033529000001,2020,Frumento duro,15.0,1.37
3022012033529000001,2021,Frumento duro,13.0,4.97
3022012033529000001,2022,Frumento duro,13.0,2.56
3022012033531000001,2012,Frumento duro,10.4,20.64
3022012033531000001,2013,Frumento duro,9.75,12.18
3022012033531000001,2014,Frumento duro,13.25,17.0
3022012033531000001,2015,Frumento duro,11.25,15.42
3022012033531000001,2016,Frumento duro,9.0,23.42
3022012033531000001,2017,Frumento duro,3.7,19.91
3022012033531000001,2018,Frumento duro,10.88,14.35
3022012033531000001,2019,Frumento duro,10.86,14.37
3022012033531000001,2020,Frumento duro,11.5,26.09
3022012033531000001,2021,Frumento duro,9.0,33.33
3022012033531000001,2022,Frumento duro,11.0,29.09
3022012033532000001,2012,Frumento duro,11.21,23.07
3022012033532000001,2013,Frumento duro,8.81,24.32
3022012033532000001,2014,Frumento duro,5.49,23.76
3022012033532000001,2015,Frumento duro,8.12,14.57
3022012033532000001,2016,Frumento duro,10.0,16.5
3022012033532000001,2017,Frumento duro,6.18,11.55
3022012033532000001,2018,Frumento duro,11.46,14.2
3022012033532000001,2019,Frumento duro,6.0,13.85
3022012033532000001,2020,Frumento duro,10.0,6.06
3022012033532000001,2021,Frumento duro,10.0,11.06
3022012033532000001,2022,Frumento duro,9.0,17.55
3022012033538000001,2012,Frumento duro,1.58,13.94
3022012033538000001,2013,Frumento duro,1.26,22.16
3022012033538000001,2014,Frumento duro,4.04,21.71
3022012033538000001,2015,Frumento duro,1.35,17.01
3022012033538000001,2016,Frumento duro,5.48,21.76
3022012033538000001,2020,Frumento duro,5.0,6.47
3022012033538000001,2022,Frumento duro,5.65,1.95
3022012033542000001,2012,Frumento duro,4.37,35.66
3022012033542000001,2013,Frumento duro,3.55,38.55
3022012033542000001,2014,Frumento duro,5.16,30.77
3022012033542000001,2015,Frumento duro,3.96,32.58
3022012033542000001,2016,Frumento duro,4.8,35.02
3022012033542000001,2018,Frumento duro,0.93,19.81
3022012033542000001,2019,Frumento duro,1.17,12.82
3022012033542000001,2020,Frumento duro,7.0,6.25
3022012033542000001,2022,Frumento duro,3.14,5.44
3022012033543000001,2012,Frumento duro,4.32,24.77
3022012033543000001,2013,Frumento duro,8.35,20.36
3022012033543000001,2014,Frumento duro,1.1,19.93
3022012033543000001,2017,Frumento duro,4.0,13.63
3022012033543000001,2018,Frumento duro,3.1,13.54
3022012033543000001,2019,Frumento duro,2.0,14.28
3022012033543000001,2020,Frumento duro,4.0,13.66
3022012033543000001,2021,Frumento duro,4.0,13.83
3022012033543000001,2022,Frumento duro,4.35,12.41
3022012033551000001,2016,Frumento duro,0.95,25.11
3022012033551000001,2017,Frumento duro,3.0,26.89
3022012033551000001,2020,Frumento duro,3.88,20.62
3022012033551000001,2021,Frumento duro,2.5,39.81
3022012033551000001,2022,Frumento duro,0.08,62.5
3022012033557000001,2016,Frumento duro,13.09,10.25
3022012033557000001,2017,Frumento duro,6.0,11.18
3022012033557000001,2018,Frumento duro,4.36,9.82
3022012033557000001,2019,Frumento duro,7.17,23.9
3022012033557000001,2020,Frumento duro,5.9,34.74
3022012033557000001,2021,Frumento duro,1.2,36.38
3022012033557000001,2022,Frumento duro,0.34,58.82
3022012033564000001,2012,Frumento duro,2.65,21.54
3022012033564000001,2013,Frumento duro,2.65,15.35
3022012033564000001,2014,Frumento duro,1.57,27.27
3022012033564000001,2016,Frumento duro,0.3,166.67
3022012033564000001,2019,Frumento duro,1.09,21.09
3022012033564000001,2020,Frumento duro,1.5,82.85
3022012033564000001,2021,Frumento duro,0.77,41.82
3022012033564000001,2022,Frumento duro,1.83,27.32
3022012033571000001,2015,Frumento duro,2.65,59.83
3022012033571000001,2016,Frumento duro,2.95,19.99
3022012033571000001,2017,Frumento duro,3.0,28.75
3022012033571000001,2018,Frumento duro,1.94,12.29
3022012033571000001,2021,Frumento duro,0.7,57.14
3022012033573000001,2012,Frumento duro,4.3,26.73
3022012033573000001,2014,Frumento duro,0.63,35.14
3022012033573000001,2015,Frumento duro,1.28,44.07
3022012033573000001,2016,Frumento duro,1.77,30.66
3022012033573000001,2022,Frumento duro,0.74,20.27
3022012033614000001,2016,Frumento duro,15.08,6.63
3022012033614000001,2017,Frumento duro,9.0,14.43
3022012033614000001,2018,Frumento duro,12.5,10.67
3022012033614000001,2019,Frumento duro,8.19,12.21
3022012033614000001,2020,Frumento duro,8.19,21.45
3022012033614000001,2021,Frumento duro,20.0,20.39
3022012033626000001,2012,Frumento duro,14.0,15.51
3022012033626000001,2015,Frumento duro,7.5,21.71
3022012033626000001,2016,Frumento duro,7.68,28.82
3022012033626000001,2017,Frumento duro,1.5,35.04
3022012033626000001,2022,Frumento duro,2.05,39.02
3022012033630000001,2012,Frumento duro,4.6,27.95
3022012033630000001,2013,Frumento duro,4.6,12.41
3022012033630000001,2014,Frumento duro,6.7,18.43
3022012033630000001,2015,Frumento duro,7.09,21.16
3022012033630000001,2016,Frumento duro,6.95,28.49
3022012033630000001,2017,Frumento duro,8.0,17.14
3022012033630000001,2018,Frumento duro,1.7,25.54
3022012033630000001,2019,Frumento duro,8.0,15.71
3022012033630000001,2020,Frumento duro,6.2,18.89
3022012033630000001,2021,Frumento duro,8.43,42.35
3022012033630000001,2022,Frumento duro,5.53,36.17
3022012033631000001,2012,Frumento duro,7.2,13.88
3022012033631000001,2013,Frumento duro,7.2,10.8
3022012033631000001,2014,Frumento duro,12.03,15.91
3022012033631000001,2015,Frumento duro,6.69,29.9
3022012033631000001,2016,Frumento duro,10.88,16.96
3022012033631000001,2017,Frumento duro,7.0,11.43
3022012033631000001,2018,Frumento duro,12.29,10.92
3022012033631000001,2019,Frumento duro,8.0,14.42
3022012033631000001,2020,Frumento duro,11.16,24.12
3022012033631000001,2021,Frumento duro,7.6,14.47
3022012033631000001,2022,Frumento duro,11.67,21.42
3022012033634000001,2015,Frumento duro,11.06,26.85
3022012033634000001,2016,Frumento duro,11.0,17.13
3022012033634000001,2017,Frumento duro,10.0,11.71
3022012033634000001,2018,Frumento duro,4.37,11.6
3022012033634000001,2019,Frumento duro,3.6,27.78
3022012033634000001,2020,Frumento duro,3.59,50.52
3022012033634000001,2021,Frumento duro,0.17,61.0
3022012033634000001,2022,Frumento duro,7.07,48.09
3022012033635000001,2012,Frumento duro,2.3,15.83
3022012033635000001,2014,Frumento duro,2.09,19.14
3022012033635000001,2015,Frumento duro,1.34,40.5
3022012033635000001,2016,Frumento duro,2.4,30.34
3022012033635000001,2017,Frumento duro,3.6,20.82
3022012033635000001,2018,Frumento duro,3.0,19.52
3022012033635000001,2019,Frumento duro,3.02,19.39
3022012033635000001,2020,Frumento duro,3.26,17.96
3022012033635000001,2021,Frumento duro,6.56,27.33
3022012033635000001,2022,Frumento duro,3.54,12.71
3022013033413000001,2020,Frumento duro,1.84,32.61
3022013033413000001,2021,Frumento duro,1.55,35.64
3022014033687000001,2014,Frumento duro,7.0,30.96
3022014033687000001,2015,Frumento duro,7.0,29.91
3022014033687000001,2016,Frumento duro,4.0,42.99
3022014033687000001,2017,Frumento duro,3.38,38.92
3022014033687000001,2018,Frumento duro,9.84,44.74
3022014033687000001,2019,Frumento duro,2.0,43.84
3022014033687000001,2021,Frumento duro,4.32,50.18
3022014033687000001,2022,Frumento duro,3.5,47.63
3022014033695000001,2014,Frumento duro,3.3,45.34
3022014033698000001,2019,Frumento duro,2.65,47.25
3022014033698000001,2020,Frumento duro,3.3,29.65
3022014033698000001,2021,Frumento duro,4.0,35.68
3022014033698000001,2022,Frumento duro,1.55,52.0
3022014033729000001,2014,Frumento duro,1.8,19.08
3022014033729000001,2015,Frumento duro,1.95,17.29
3022014033729000001,2016,Frumento duro,2.61,26.26
3022014033729000001,2017,Frumento duro,1.16,29.18
3022014033729000001,2018,Frumento duro,2.19,13.7
3022014033729000001,2019,Frumento duro,2.04,18.52
3022014033729000001,2020,Frumento duro,3.97,15.02
3022014033731000001,2014,Frumento duro,1.99,17.01
3022014033731000001,2015,Frumento duro,0.47,24.55
3022014033731000001,2017,Frumento duro,0.6,20.23
3022014033733000001,2014,Frumento duro,15.1,11.84
3022014033733000001,2015,Frumento duro,12.22,11.77
3022014033733000001,2016,Frumento duro,12.28,13.11
3022014033733000001,2017,Frumento duro,13.0,13.91
3022014033733000001,2019,Frumento duro,11.02,14.25
3022014033733000001,2020,Frumento duro,17.14,8.17
3022014033733000001,2021,Frumento duro,15.0,10.0
3022014033733000001,2022,Frumento duro,15.0,6.67
3022014033734000001,2016,Frumento duro,3.0,23.42
3022014033734000001,2021,Frumento duro,3.6,55.56
3022014033738000001,2014,Frumento duro,2.88,17.36
3022014033738000001,2015,Frumento duro,1.1,18.18
3022014033740000001,2014,Frumento duro,16.13,12.72
3022014033740000001,2015,Frumento duro,20.33,11.83
3022014033740000001,2016,Frumento duro,14.9,13.49
3022014033740000001,2017,Frumento duro,4.7,14.27
3022014033740000001,2018,Frumento duro,8.54,15.31
3022014033740000001,2019,Frumento duro,10.7,13.19
3022014033740000001,2020,Frumento duro,16.2,4.12
3022014033740000001,2021,Frumento duro,16.16,8.69
3022014033740000001,2022,Frumento duro,16.2,7.4
3022014033753000001,2021,Frumento duro,1.0,100.0
3022014033760000001,2014,Frumento duro,5.0,10.86
3022014033760000001,2015,Frumento duro,4.5,11.85
3022014033760000001,2016,Frumento duro,5.0,10.66
3022014033760000001,2017,Frumento duro,4.5,11.82
3022014033760000001,2018,Frumento duro,5.0,20.66
3022014033760000001,2019,Frumento duro,4.5,7.4
3022014033760000001,2020,Frumento duro,5.0,7.33
3022014033760000001,2021,Frumento duro,4.5,8.14
3022014033760000001,2022,Frumento duro,5.0,6.93
3022014033761000001,2014,Frumento duro,15.0,13.78
3022014033761000001,2015,Frumento duro,15.0,15.1
3022014033761000001,2016,Frumento duro,15.0,7.37
3022014033761000001,2017,Frumento duro,16.0,12.91
3022014033761000001,2018,Frumento duro,15.0,7.33
3022014033761000001,2019,Frumento duro,14.0,8.37
3022014033761000001,2020,Frumento duro,15.0,4.22
3022014033761000001,2021,Frumento duro,15.0,7.99
3022014033761000001,2022,Frumento duro,15.0,4.22
3022014033787000001,2014,Frumento duro,2.0,28.2
3022014033787000001,2016,Frumento duro,5.28,41.38
3022014033787000001,2020,Frumento duro,4.37,21.24
3022014033787000001,2021,Frumento duro,5.0,43.66
3022014033798000001,2014,Frumento duro,3.2,16.96
3022014033798000001,2018,Frumento duro,6.85,9.79
3022014033798000001,2019,Frumento duro,9.0,16.67
3022014033799000001,2014,Frumento duro,3.76,14.43
3022014033799000001,2015,Frumento duro,2.54,41.89
3022014033799000001,2016,Frumento duro,1.92,45.01
3022014033799000001,2017,Frumento duro,3.94,15.77
3022014033799000001,2018,Frumento duro,3.67,19.84
3022014033799000001,2019,Frumento duro,3.07,16.29
3022014033799000001,2020,Frumento duro,6.91,30.8
3022014033799000001,2021,Frumento duro,4.48,36.75
3022014033799000001,2022,Frumento duro,4.1,37.8
3022014033801000001,2014,Frumento duro,3.68,12.96
3022014033801000001,2015,Frumento duro,3.26,27.16
3022014033801000001,2016,Frumento duro,4.75,16.84
3022014033801000001,2018,Frumento duro,5.32,14.49
